split,conversation_id,turn_index,utterance_id,speaker_id,text,audio_path,video_path,label
train,Ses01F_impro03,24,Ses01F_impro03_M024,unknown,That's fair enough.,,,neutral
train,Ses01F_impro04,0,Ses01F_impro04_F000,unknown,"Uh, what?  Craig's List?  Oh the internet thing?",,,neutral
train,Ses01F_impro04,1,Ses01F_impro04_F001,unknown,I don't know.  Isn't that-- that's all like escort services and things like that.,,,neutral
train,Ses01F_impro04,2,Ses01F_impro04_F002,unknown,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",,,frustrated
train,Ses01F_impro04,5,Ses01F_impro04_F005,unknown,He just...,,,neutral
train,Ses01F_impro04,6,Ses01F_impro04_F006,unknown,you know what?  I heard about that job.  I applied for that.,,,neutral
train,Ses01F_impro04,7,Ses01F_impro04_F007,unknown,Yeah.  I saw a posting at the theatre.,,,frustrated
train,Ses01F_impro04,9,Ses01F_impro04_F009,unknown,Yeah.,,,neutral
train,Ses01F_impro04,13,Ses01F_impro04_F013,unknown,I just- I mean I call people up and I tell them what I'm good at.,,,neutral
train,Ses01F_impro04,14,Ses01F_impro04_F014,unknown,Yeah.,,,neutral
train,Ses01F_impro04,16,Ses01F_impro04_F016,unknown,I'm there in front of them.  I'm telling them what I'm good at.,,,frustrated
train,Ses01F_impro04,17,Ses01F_impro04_F017,unknown,Why?  It's a piece of paper.,,,frustrated
train,Ses01F_impro04,18,Ses01F_impro04_F018,unknown,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",,,frustrated
train,Ses01F_impro04,19,Ses01F_impro04_F019,unknown,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",,,frustrated
train,Ses01F_impro04,21,Ses01F_impro04_F021,unknown,"That's baloney, that's baloney.",,,frustrated
train,Ses01F_impro04,22,Ses01F_impro04_F022,unknown,Please.,,,frustrated
train,Ses01F_impro04,23,Ses01F_impro04_F023,unknown,you think that you're better than me because I don't have a car?,,,frustrated
train,Ses01F_impro04,24,Ses01F_impro04_F024,unknown,"You know, you're riding the bus, too.",,,frustrated
train,Ses01F_impro04,25,Ses01F_impro04_F025,unknown,Why?  What choice?,,,frustrated
train,Ses01F_impro04,26,Ses01F_impro04_F026,unknown,You're saving the environment. mmhmm,,,frustrated
train,Ses01F_impro04,27,Ses01F_impro04_F027,unknown,Interesting.  That's fantastic.,,,frustrated
train,Ses01F_impro04,28,Ses01F_impro04_F028,unknown,I'm not frustrated.,,,anger
train,Ses01F_impro04,29,Ses01F_impro04_F029,unknown,Who do you think you are?,,,anger
train,Ses01F_impro04,30,Ses01F_impro04_F030,unknown,You are so high and mighty.  I just--,,,anger
train,Ses01F_impro04,31,Ses01F_impro04_F031,unknown,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,,,anger
train,Ses01F_impro04,32,Ses01F_impro04_F032,unknown,"The bus, I'm riding the bus because I want to.",,,anger
train,Ses01F_impro04,33,Ses01F_impro04_F033,unknown,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,,,anger
train,Ses01F_impro04,0,Ses01F_impro04_M000,unknown,"Have you tried, uh, Craig's List?",,,neutral
train,Ses01F_impro04,1,Ses01F_impro04_M001,unknown,Yeah.,,,neutral
train,Ses01F_impro04,2,Ses01F_impro04_M002,unknown,No.  There's regular jobs on there.,,,neutral
train,Ses01F_impro04,3,Ses01F_impro04_M003,unknown,Uh huh.,,,neutral
train,Ses01F_impro04,4,Ses01F_impro04_M004,unknown,I'm just saying I have a friend that got a good job on it so I was just recommending it.,,,neutral
train,Ses01F_impro04,5,Ses01F_impro04_M005,unknown,He's like a manager for a theatre.,,,neutral
train,Ses01F_impro04,6,Ses01F_impro04_M006,unknown,He's like a house manager. Yeah.  It's a good job.,,,neutral
train,Ses01F_impro04,7,Ses01F_impro04_M007,unknown,You did?,,,neutral
train,Ses01F_impro04,8,Ses01F_impro04_M008,unknown,Yeah.,,,neutral
train,Ses01F_impro04,9,Ses01F_impro04_M009,unknown,You've been looking for a job for a long time; that was a long time ago.  Right?,,,neutral
train,Ses01F_impro04,10,Ses01F_impro04_M010,unknown,Hmm.,,,neutral
train,Ses01F_impro04,11,Ses01F_impro04_M011,unknown,I don't know.  He had a really good resume I guess and--,,,neutral
train,Ses01F_impro04,12,Ses01F_impro04_M012,unknown,Yeah.  Do you have a resume?,,,neutral
train,Ses01F_impro04,13,Ses01F_impro04_M013,unknown,It's kind of helpful when getting a job.,,,neutral
train,Ses01F_impro04,14,Ses01F_impro04_M014,unknown,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,,,neutral
train,Ses01F_impro04,15,Ses01F_impro04_M015,unknown,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",,,neutral
train,Ses01F_impro04,16,Ses01F_impro04_M016,unknown,"Yeah.  But the piece of paper helps, too.",,,neutral
train,Ses01F_impro04,17,Ses01F_impro04_M017,unknown,"No.  But it has an outline, you know.",,,neutral
train,Ses01F_impro04,18,Ses01F_impro04_M018,unknown,"I know.  Okay.  Well, um. Maybe--",,,neutral
train,Ses01F_impro04,19,Ses01F_impro04_M019,unknown,Yeah.,,,neutral
train,Ses01F_impro04,20,Ses01F_impro04_M020,unknown,"Okay, yeah.  I would imagine.",,,neutral
train,Ses01F_impro04,21,Ses01F_impro04_M021,unknown,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",,,neutral
train,Ses01F_impro04,22,Ses01F_impro04_M022,unknown,maybe get a car.,,,neutral
train,Ses01F_impro04,23,Ses01F_impro04_M023,unknown,"I just, you know, think you should try a little harder maybe.",,,neutral
train,Ses01F_impro04,24,Ses01F_impro04_M024,unknown,I didn't say that.,,,neutral
train,Ses01F_impro04,25,Ses01F_impro04_M025,unknown,"I am riding the bus, but by choice.",,,neutral
train,Ses01F_impro04,26,Ses01F_impro04_M026,unknown,"To save the environment, carpool.",,,neutral
train,Ses01F_impro04,27,Ses01F_impro04_M027,unknown,Yes.  One less car at a time.,,,neutral
train,Ses01F_impro04,28,Ses01F_impro04_M028,unknown,Mmhmm.,,,neutral
train,Ses01F_impro04,29,Ses01F_impro04_M029,unknown,"You know, you don't have to take out your frustration on me, you know, just because...",,,frustrated
train,Ses01F_impro04,30,Ses01F_impro04_M030,unknown,...you can't get a job and refuse to have a resume.,,,frustrated
train,Ses01F_impro04,31,Ses01F_impro04_M031,unknown,I don't think I'm anyone.,,,neutral
train,Ses01F_impro04,32,Ses01F_impro04_M032,unknown,I- I-I didn't-- okay.,,,neutral
train,Ses01F_impro04,34,Ses01F_impro04_M034,unknown,What? Oh.  So now you're...,,,frustrated
train,Ses01F_impro04,35,Ses01F_impro04_M035,unknown,you know what?  You don't have to take your anger and your hurt out on me.,,,frustrated
train,Ses01F_impro05,0,Ses01F_impro05_F000,unknown,Hi.,,,frustrated
train,Ses01F_impro05,1,Ses01F_impro05_F001,unknown,Yeah. This is the fourth line that I have been in.,,,frustrated
train,Ses01F_impro05,2,Ses01F_impro05_F002,unknown,I need my bag.,,,frustrated
train,Ses01F_impro05,3,Ses01F_impro05_F003,unknown,"I flew in over three hours ago, I've been in four different lines.",,,frustrated
train,Ses01F_impro05,4,Ses01F_impro05_F004,unknown,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,,,frustrated
train,Ses01F_impro05,5,Ses01F_impro05_F005,unknown,Nash.,,,frustrated
train,Ses01F_impro05,7,Ses01F_impro05_F007,unknown,Yes.,,,frustrated
train,Ses01F_impro05,8,Ses01F_impro05_F008,unknown,Flight seven fourteen.,,,anger
train,Ses01F_impro05,9,Ses01F_impro05_F009,unknown,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",,,anger
train,Ses01F_impro05,11,Ses01F_impro05_F011,unknown,Is this a joke?,,,anger
train,Ses01F_impro05,12,Ses01F_impro05_F012,unknown,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",,,anger
train,Ses01F_impro05,14,Ses01F_impro05_F014,unknown,"You're kidding me, this is a joke.",,,anger
train,Ses01F_impro05,15,Ses01F_impro05_F015,unknown,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,,,anger
train,Ses01F_impro05,16,Ses01F_impro05_F016,unknown,We flew in from Paris.  I've been shopping for three weeks.,,,anger
train,Ses01F_impro05,17,Ses01F_impro05_F017,unknown,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,,,anger
train,Ses01F_impro05,18,Ses01F_impro05_F018,unknown,Do you understand who my husband is?,,,anger
train,Ses01F_impro05,19,Ses01F_impro05_F019,unknown,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",,,anger
train,Ses01F_impro05,20,Ses01F_impro05_F020,unknown,Oh-Oh.  It's a gift.  You're-You're helping me out here?,,,anger
train,Ses01F_impro05,21,Ses01F_impro05_F021,unknown,You are cruising for a bruising.  You are in so much trouble.,,,anger
train,Ses01F_impro05,22,Ses01F_impro05_F022,unknown,Who's in charge?  Who is the president of Jet Blue?,,,anger
train,Ses01F_impro05,23,Ses01F_impro05_F023,unknown,Because I probably know him.,,,anger
train,Ses01F_impro05,24,Ses01F_impro05_F024,unknown,Yeah.,,,anger
train,Ses01F_impro05,25,Ses01F_impro05_F025,unknown,"I don't want money, I want my clothes.",,,anger
train,Ses01F_impro05,26,Ses01F_impro05_F026,unknown,What's your name?,,,anger
train,Ses01F_impro05,28,Ses01F_impro05_F028,unknown,Okay.  I'll do that.,,,anger
train,Ses01F_impro05,29,Ses01F_impro05_F029,unknown,I don't think you have done everything you could do because I don't have my bag here yet.,,,anger
train,Ses01F_impro05,30,Ses01F_impro05_F030,unknown,A letter? I'll make a personal phone call.,,,anger
train,Ses01F_impro05,0,Ses01F_impro05_M000,unknown,Hi.  Thanks for waiting.,,,neutral
train,Ses01F_impro05,1,Ses01F_impro05_M001,unknown,Can I help you?,,,joy
train,Ses01F_impro05,2,Ses01F_impro05_M002,unknown,Uh huh.,,,joy
train,Ses01F_impro05,3,Ses01F_impro05_M003,unknown,Okay.,,,neutral
train,Ses01F_impro05,4,Ses01F_impro05_M004,unknown,Okay.,,,neutral
train,Ses01F_impro05,5,Ses01F_impro05_M005,unknown,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,,,neutral
train,Ses01F_impro05,6,Ses01F_impro05_M006,unknown,Okay.,,,neutral
train,Ses01F_impro05,7,Ses01F_impro05_M007,unknown,all right- okay.  And you lost your bag? Is that- that the issue?,,,neutral
train,Ses01F_impro05,8,Ses01F_impro05_M008,unknown,Uh-huh.,,,neutral
train,Ses01F_impro05,9,Ses01F_impro05_M009,unknown,"Yeah. Yeah, I don't see- I don't see any--",,,neutral
train,Ses01F_impro05,10,Ses01F_impro05_M010,unknown,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",,,neutral
train,Ses01F_impro05,11,Ses01F_impro05_M011,unknown,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",,,neutral
train,Ses01F_impro05,12,Ses01F_impro05_M012,unknown,"for such an inconvenience and your bag, but",,,neutral
train,Ses01F_impro05,13,Ses01F_impro05_M013,unknown,Yeah.,,,neutral
train,Ses01F_impro05,14,Ses01F_impro05_M014,unknown,"No, no.",,,neutral
train,Ses01F_impro05,15,Ses01F_impro05_M015,unknown,"No, no.  This is real.",,,neutral
train,Ses01F_impro05,16,Ses01F_impro05_M016,unknown,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",,,neutral
train,Ses01F_impro05,17,Ses01F_impro05_M017,unknown,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,,,neutral
train,Ses01F_impro05,19,Ses01F_impro05_M019,unknown,Yes.,,,neutral
train,Ses01F_impro05,20,Ses01F_impro05_M020,unknown,I know.,,,neutral
train,Ses01F_impro05,22,Ses01F_impro05_M022,unknown,Okay. Calm-,,,neutral
train,Ses01F_impro05,23,Ses01F_impro05_M023,unknown,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",,,neutral
train,Ses01F_impro05,24,Ses01F_impro05_M024,unknown,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",,,neutral
train,Ses01F_impro05,25,Ses01F_impro05_M025,unknown,It's a gift.,,,neutral
train,Ses01F_impro05,26,Ses01F_impro05_M026,unknown,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",,,neutral
train,Ses01F_impro05,27,Ses01F_impro05_M027,unknown,With the amount of--,,,neutral
train,Ses01F_impro05,28,Ses01F_impro05_M028,unknown,"Um, actually, I don't know. I don't know. Oh really?",,,neutral
train,Ses01F_impro05,29,Ses01F_impro05_M029,unknown,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,,,neutral
train,Ses01F_impro05,30,Ses01F_impro05_M030,unknown,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",,,neutral
train,Ses01F_impro05,31,Ses01F_impro05_M031,unknown,Oh.  My name is Sean. Hi.,,,neutral
train,Ses01F_impro05,32,Ses01F_impro05_M032,unknown,"Badge number?  Uh, no.  You can just take my employee number I guess.",,,sur
train,Ses01F_impro05,33,Ses01F_impro05_M033,unknown,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,,,sur
train,Ses01F_impro05,34,Ses01F_impro05_M034,unknown,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",,,neutral
train,Ses01F_impro05,35,Ses01F_impro05_M035,unknown,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",,,neutral
train,Ses01F_impro06,2,Ses01F_impro06_F002,unknown,No.,,,sadness
train,Ses01F_impro06,3,Ses01F_impro06_F003,unknown,That's sweet.,,,neutral
train,Ses01F_impro06,4,Ses01F_impro06_F004,unknown,Thank you.,,,neutral
train,Ses01F_impro06,5,Ses01F_impro06_F005,unknown,I went to see her headstone a week or two ago.,,,sadness
train,Ses01F_impro06,6,Ses01F_impro06_F006,unknown,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",,,sadness
train,Ses01F_impro06,7,Ses01F_impro06_F007,unknown,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,,,sadness
train,Ses01F_impro06,8,Ses01F_impro06_F008,unknown,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,,,sadness
train,Ses01F_impro06,9,Ses01F_impro06_F009,unknown,"this woman came up and, you know, it was hers. It was her person that was there.",,,neutral
train,Ses01F_impro06,10,Ses01F_impro06_F010,unknown,"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",,,sadness
train,Ses01F_impro06,11,Ses01F_impro06_F011,unknown,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",,,sadness
train,Ses01F_impro06,12,Ses01F_impro06_F012,unknown,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",,,sadness
train,Ses01F_impro06,13,Ses01F_impro06_F013,unknown,I don't know.,,,sadness
train,Ses01F_impro06,14,Ses01F_impro06_F014,unknown,At the cemetery?,,,sadness
train,Ses01F_impro06,15,Ses01F_impro06_F015,unknown,couple hours.,,,sadness
train,Ses01F_impro06,16,Ses01F_impro06_F016,unknown,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",,,neutral
train,Ses01F_impro06,18,Ses01F_impro06_F018,unknown,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,,,neutral
train,Ses01F_impro06,19,Ses01F_impro06_F019,unknown,Yeah.,,,neutral
train,Ses01F_impro06,20,Ses01F_impro06_F020,unknown,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",,,sadness
train,Ses01F_impro06,21,Ses01F_impro06_F021,unknown,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",,,sadness
train,Ses01F_impro06,22,Ses01F_impro06_F022,unknown,She used to have these poetry parties on Memorial Day.,,,sadness
train,Ses01F_impro06,23,Ses01F_impro06_F023,unknown,Umm. Yeah.,,,sadness
train,Ses01F_impro06,24,Ses01F_impro06_F024,unknown,"And the last time before she died, I remember she couldn't really stand, umm...",,,sadness
train,Ses01F_impro06,25,Ses01F_impro06_F025,unknown,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",,,sadness
