split,conversation_id,turn_index,utterance_id,speaker_id,text,audio_path,video_path,label
train,6,16,6_16,unknown,I’m so sorry!,,,sadness
train,6,17,6_17,unknown,Look!,,,surprise
train,6,18,6_18,unknown,This guy fell asleep!,,,anger
train,6,19,6_19,unknown,He fell asleep too!,,,anger
train,6,20,6_20,unknown,Be mad at him!,,,anger
train,6,21,6_21,unknown,"Or, call an ambulance.",,,anger
train,7,0,7_0,unknown,"Okay, look, I think we have to tell Rachel she messed up her dessert.",,,neutral
train,7,1,7_1,unknown,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!",,,anger
train,8,0,8_0,unknown,"Yes, and it is my dying wish to have that ring.",,,neutral
train,8,1,8_1,unknown,"See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity",,,neutral
train,8,2,8_2,unknown,"Okay, that’s enough honey!",,,neutral
train,8,3,8_3,unknown,I don’t know.  Let me see the ring.,,,neutral
train,8,4,8_4,unknown,"Great! Okay, here.",,,joy
train,8,5,8_5,unknown,All right.,,,neutral
train,8,6,8_6,unknown,Thank you. Thank you. Thank you!  And,,,joy
train,9,0,9_0,unknown,What've you been up to?,,,neutral
train,9,1,9_1,unknown,"Oh, you know, the usual, teaching aerobics, partying way too much.",,,neutral
train,9,2,9_2,unknown,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",,,neutral
train,9,3,9_3,unknown,Can you hold on a moment? I have another call.  I love her.,,,joy
train,9,4,9_4,unknown,I know.,,,neutral
train,9,5,9_5,unknown,I'm back.,,,neutral
train,9,6,9_6,unknown,"So, are we gonna get together or what?",,,neutral
train,9,7,9_7,unknown,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",,,neutral
train,9,8,9_8,unknown,"Great, I'll see you then.",,,neutral
train,9,9,9_9,unknown,Ok.  Ok. Having a phone has finally paid off.,,,joy
train,9,10,9_10,unknown,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",,,neutral
train,9,11,9_11,unknown,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",,,neutral
train,9,12,9_12,unknown,Oh my god. You are pure evil.,,,disgust
train,9,13,9_13,unknown,"Ok, pure evil , horny and alone . I've done this",,,anger
train,10,0,10_0,unknown,Nobody!,,,anger
train,10,1,10_1,unknown,Nobody respects the bucket!,,,anger
train,10,2,10_2,unknown,You wouldn't believe what people put in here!,,,anger
train,10,3,10_3,unknown,Look!,,,anger
train,10,4,10_4,unknown,"Okay, does this look like a garbage can to you?",,,anger
train,10,5,10_5,unknown,No.,,,neutral
train,11,0,11_0,unknown,This is my wedding.,,,neutral
train,11,1,11_1,unknown,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",,,anger
train,11,2,11_2,unknown,Fine. You’ll-you’ll watch it on video when we get back.,,,neutral
train,11,3,11_3,unknown,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,,,joy
train,11,4,11_4,unknown,Thank you.,,,neutral
train,11,5,11_5,unknown,Thank you.,,,neutral
train,11,6,11_6,unknown,"All right, let’s go! Bye, Pheebs!",,,joy
train,11,7,11_7,unknown,"Bye, Pheebs!",,,joy
train,11,8,11_8,unknown,London baby!!,,,joy
train,11,9,11_9,unknown,"Oh, do you need a hug? You don’t have to bring me anything!",,,joy
train,12,0,12_0,unknown,Hey!,,,neutral
train,12,1,12_1,unknown,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.,,,joy
train,12,2,12_2,unknown,"That’s great, but shouldn’t you be on the toilet right now?",,,disgust
train,12,3,12_3,unknown,What?!,,,surprise
train,12,4,12_4,unknown,What’s wrong with you?,,,disgust
train,12,5,12_5,unknown,Nothing!,,,neutral
train,12,6,12_6,unknown,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",,,fear
train,12,7,12_7,unknown,"But um, I don’t think it’s anything serious.",,,neutral
train,12,8,12_8,unknown,This sounds like a hernia. You have to—you-you go to the doctor!,,,surprise
train,12,9,12_9,unknown,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",,,fear
train,12,10,12_10,unknown,That’s a hernia.,,,disgust
train,12,11,12_11,unknown,Why did I have to start working out again?  Damn you 15s!,,,anger
train,13,0,13_0,unknown,I love your place! Where is this guy from?,,,joy
train,13,1,13_1,unknown,Uh that’s an eighteenth century Indian artifact from Calcutta.,,,neutral
train,13,2,13_2,unknown,"Oh wow! So, you’re more than just dinosaurs.",,,surprise
train,13,3,13_3,unknown,So much more.,,,neutral
train,14,0,14_0,unknown,"Well, well to sum up, we’re having fun, you look young.",,,neutral
train,14,1,14_1,unknown,Okay,,,neutral
train,14,2,14_2,unknown,But that’s not enough. So… So…here’s a key to my apartment.,,,neutral
train,14,3,14_3,unknown,Really?!,,,surprise
train,14,4,14_4,unknown,Really.,,,neutral
train,14,5,14_5,unknown,You don’t think this is too fast.,,,neutral
train,15,0,15_0,unknown,Get Out!,,,anger
train,15,1,15_1,unknown,"Ross, can I talk to you for a minute?",,,neutral
train,15,2,15_2,unknown,"Yes, please!  So, what's going on?",,,neutral
train,15,3,15_3,unknown,"Uh, well... Joey and I broke up.",,,sadness
train,15,4,15_4,unknown,"Oh my God, wh-what happened?",,,surprise
train,15,5,15_5,unknown,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",,,sadness
train,15,6,15_6,unknown,I knew that was him!,,,anger
train,15,7,15_7,unknown,"Anyway I just, uh, I think it's for the best.",,,sadness
train,15,8,15_8,unknown,"Hey, you ok?",,,neutral
train,15,9,15_9,unknown,I guess.,,,sadness
train,15,10,15_10,unknown,There was hum...  there was another reason that I thought it was time to end it with Joey.,,,neutral
train,15,11,15_11,unknown,I started to realize that I was having feelings for someone  else.,,,neutral
train,15,12,15_12,unknown,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",,,neutral
train,15,13,15_13,unknown,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",,,neutral
train,15,14,15_14,unknown,"Yeah, can you guys just throw him in the pool later?",,,neutral
train,15,15,15_15,unknown,Or we could throw you both in,,,joy
train,15,16,15_16,unknown,"Ok, gentlemen!",,,anger
train,15,17,15_17,unknown,Please!,,,anger
train,15,18,15_18,unknown,Aren't we a little old for this?,,,anger
train,15,19,15_19,unknown,"I mean, we're scientists, right?",,,neutral
train,15,20,15_20,unknown,We're academics.,,,anger
train,15,21,15_21,unknown,And most importantly I... you-you will have to catch us first.,,,joy
train,15,22,15_22,unknown,"GO, GO, GO!",,,joy
train,16,0,16_0,unknown,"Go, go, go!",,,joy
train,16,1,16_1,unknown,"Oh yeah, now everybody wants to be under this hat!",,,joy
train,16,2,16_2,unknown,Oy!!,,,disgust
train,16,3,16_3,unknown,What’s with all this sand?,,,surprise
train,16,4,16_4,unknown,"Oh, yeah, Bob said there might be flood damage.",,,neutral
train,16,5,16_5,unknown,"Yeah, either that, or he has a really big cat.",,,neutral
train,17,0,17_0,unknown,"Okay, see that blind guy right there? I'm gonna bash his head in later.",,,anger
train,17,1,17_1,unknown,"Oh umm, my big scene is coming up. Big scene coming up.",,,joy
train,17,2,17_2,unknown,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",,,neutral
train,17,3,17_3,unknown,Rach? What are you doing?,,,neutral
train,17,4,17_4,unknown,"Oh boy, I just can't watch. It's too scary!",,,fear
train,17,5,17_5,unknown,It's a diaper commercial.,,,neutral
train,17,6,17_6,unknown,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",,,fear
train,17,7,17_7,unknown,Pizza delivery!,,,joy
train,17,8,17_8,unknown,I'll get it! I will get that!,,,joy
train,17,9,17_9,unknown,Hi!,,,joy
train,17,10,17_10,unknown,Hi!,,,joy
train,18,0,18_0,unknown,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",,,neutral
train,18,1,18_1,unknown,"Uhh, the ball thing.",,,neutral
train,18,2,18_2,unknown,Yeah?,,,neutral
train,18,3,18_3,unknown,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",,,joy
train,18,4,18_4,unknown,"Uhh,",,,neutral
train,18,5,18_5,unknown,Okay!,,,joy
train,18,6,18_6,unknown,Uh-oh.,,,fear
train,18,7,18_7,unknown,What?,,,neutral
train,18,8,18_8,unknown,I have to pee. And Rachel's in the bathroom!,,,sadness
train,18,9,18_9,unknown,"Man, I didn't think we were gonna make it!",,,surprise
train,18,10,18_10,unknown,"I know!  Don't switch hands, okay?",,,fear
train,19,0,19_0,unknown,Hey.,,,neutral
train,19,1,19_1,unknown,Hey!,,,neutral
train,20,0,20_0,unknown,How did it go with Erin?,,,neutral
train,20,1,20_1,unknown,"Oh, unbelievable! We had the best time!",,,joy
train,20,2,20_2,unknown,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",,,joy
train,20,3,20_3,unknown,No!,,,joy
train,20,4,20_4,unknown,No!,,,joy
train,20,5,20_5,unknown,No!,,,joy
train,20,6,20_6,unknown,You guys were totally right!,,,joy
train,20,7,20_7,unknown,This is so much better than the first time we went out.,,,joy
train,20,8,20_8,unknown,Y’know?,,,neutral
train,20,9,20_9,unknown,"That was so awkward, we were really nervous.",,,neutral
train,20,10,20_10,unknown,Didn’t you sleep together?,,,neutral
train,20,11,20_11,unknown,"Yeah, that really calms me down.",,,neutral
train,20,12,20_12,unknown,And!,,,joy
train,20,13,20_13,unknown,We have so much in common!,,,joy
train,20,14,20_14,unknown,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",,,joy
train,20,15,20_15,unknown,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",,,surprise
train,20,16,20_16,unknown,Okay.,,,neutral
train,21,0,21_0,unknown,How does she do that?,,,surprise
train,21,1,21_1,unknown,I cannot sleep in a public place.,,,neutral
train,21,2,21_2,unknown,Would you look at her? She is so peaceful.,,,joy
train,21,3,21_3,unknown,Oh! What what what! ...Hi.,,,surprise
train,21,4,21_4,unknown,"It's okay, y'know, you just nodded off again.",,,neutral
train,21,5,21_5,unknown,What's going on with you?,,,surprise
train,21,6,21_6,unknown,I got no sleep last night!,,,anger
train,21,7,21_7,unknown,Why?,,,neutral
train,21,8,21_8,unknown,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",,,disgust
train,21,9,21_9,unknown,"Oh, and deaf.",,,neutral
train,21,10,21_10,unknown,"So they're constantly, like, having to reassure each other that they're having a good time.",,,neutral
train,21,11,21_11,unknown,You have no idea how loud they are!,,,disgust
train,21,12,21_12,unknown,"Well, if you want, you can stay with Rachel and me tonight.",,,neutral
train,21,13,21_13,unknown,Thanks.,,,joy
train,22,0,22_0,unknown,Ew! What is that? Something exploded!,,,disgust
train,22,1,22_1,unknown,"It's just her water breaking. Calm down, will you?",,,neutral
train,22,2,22_2,unknown,"Water breaking, what do you mean? What's that, water breaking?",,,surprise
train,22,3,22_3,unknown,"Breathe, breathe, breathe.",,,neutral
train,23,0,23_0,unknown,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",,,surprise
train,23,1,23_1,unknown,Okay! You don’t think I thought of that?,,,anger
train,23,2,23_2,unknown,How can you not know which one?,,,surprise
train,23,3,23_3,unknown,I mean that’s unbelievable.,,,joy
train,23,4,23_4,unknown,"I mean, was it Gina?",,,neutral
train,23,5,23_5,unknown,Which one is Gina?,,,neutral
train,23,6,23_6,unknown,"Dark, big hair, with the airplane earrings.",,,neutral
train,23,7,23_7,unknown,"No, no, no, that’s Dina.",,,neutral
train,23,8,23_8,unknown,"You see you can’t tell which one is which either, dwha!!",,,surprise
train,24,0,24_0,unknown,"I don’t know, you thought ‘See you Saturday’ was funny.",,,neutral
train,24,1,24_1,unknown,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",,,neutral
train,24,2,24_2,unknown,You guys would never want to go to a lecture with me.,,,neutral
train,24,3,24_3,unknown,Pa-haa!! I would love to go with you.,,,joy
train,24,4,24_4,unknown,Really!?,,,surprise
train,24,5,24_5,unknown,"Yeah, hey I-I have clothes, I even pick them out.",,,neutral
train,24,6,24_6,unknown,"I mean for, for all you know I could be a fashion..... monger.",,,neutral
train,24,7,24_7,unknown,"Okay. Honey, I would love for you to go with me.  What?",,,joy
train,24,8,24_8,unknown,"What should I wear, now I’m all nervous.",,,fear
train,25,0,25_0,unknown,": I know, we did it!! Hey, that was incredible, huh?!",,,joy
train,25,1,25_1,unknown,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",,,joy
train,25,2,25_2,unknown,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",,,joy
train,25,3,25_3,unknown,"Oh well, okay, good luck.",,,joy
train,25,4,25_4,unknown,: Yeah.,,,neutral
train,25,5,25_5,unknown,Unless you wanna practice the Foxtrot again? Or-or the Tango?,,,neutral
train,25,6,25_6,unknown,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",,,neutral
train,25,7,25_7,unknown,Okay.,,,neutral
train,25,8,25_8,unknown,: Yeah.,,,neutral
train,25,9,25_9,unknown,Go get ‘em Treeger.,,,neutral
train,25,10,25_10,unknown,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",,,neutral
train,25,11,25_11,unknown,Really?,,,surprise
train,25,12,25_12,unknown,": Yeah, you could dance real good with her, she’s the same size as me.",,,neutral
train,25,13,25_13,unknown,"No, I’m good.",,,neutral
train,26,0,26_0,unknown,"Oh God, this is so nerve wracking! How-how do you do this?",,,surprise
train,26,1,26_1,unknown,"Well, unfortunately, I don't get many callbacks so",,,neutral
train,26,2,26_2,unknown,Is it a good sign that they asked us to hang around after the audition?,,,surprise
train,26,3,26_3,unknown,Who knows?,,,neutral
train,26,4,26_4,unknown,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",,,neutral
train,26,5,26_5,unknown,Yes!! I knew it!!  Bye-bye! So long! Later!,,,joy
train,26,6,26_6,unknown,Oh this is great! I might actually get to play Ben's dad!,,,joy
train,26,7,26_7,unknown,Yeah!,,,joy
train,26,8,26_8,unknown,"Actually, that can't happen.",,,neutral
train,26,9,26_9,unknown,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",,,neutral
train,26,10,26_10,unknown,So it'll be either you two  or you two.,,,neutral
train,26,11,26_11,unknown,"Man, this is gonna be kinda weird.",,,sadness
train,26,12,26_12,unknown,"Yeah, it is.",,,neutral
train,26,13,26_13,unknown,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",,,neutral
train,27,0,27_0,unknown,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",,,sadness
train,27,1,27_1,unknown,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",,,joy
train,28,0,28_0,unknown,Please!,,,anger
train,28,1,28_1,unknown,Are you kidding?,,,anger
train,28,2,28_2,unknown,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",,,anger
train,28,3,28_3,unknown,"And it’s all because of you, wonderful, amazing you.",,,joy
train,28,4,28_4,unknown,I think you’ve got concussion.,,,fear
train,28,5,28_5,unknown,"No, no, I’m serious. Thank you.",,,joy
train,28,6,28_6,unknown,You’re welcome.  I’m sorry. Did I hurt you?,,,fear
train,28,7,28_7,unknown,"It’s worth the pain.  Y’know what, you know what? It’s not.",,,sadness
train,29,0,29_0,unknown,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,,,surprise
train,29,1,29_1,unknown,"I do! Want a hint? huh? ""I do""  ""I do"".",,,joy
train,29,2,29_2,unknown,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",,,neutral
train,29,3,29_3,unknown,David is going to propose to Phoebe.,,,joy
train,29,4,29_4,unknown,What?  Why?,,,surprise
train,29,6,29_6,unknown,"Chandler, we have talked about this.",,,anger
train,29,7,29_7,unknown,You are not supposed to give people advice!,,,anger
train,29,8,29_8,unknown,Now couldn't you just have made some sort of inappropriate joke?,,,anger
train,29,9,29_9,unknown,I,,,neutral
train,29,10,29_10,unknown,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,,,anger
train,29,11,29_11,unknown,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",,,anger
train,29,12,29_12,unknown,"Man, that's some",,,surprise
train,29,13,29_13,unknown,"Oh, that's not what you want...",,,neutral
train,30,0,30_0,unknown,"This is my father, Paul Stevens. Dad, this is Ross Geller.",,,neutral
train,30,1,30_1,unknown,It-it’s great to meet you Paul.,,,joy
train,30,2,30_2,unknown,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,,,neutral
train,30,3,30_3,unknown,"Of course, of course, Mr. Stevens.",,,neutral
train,30,4,30_4,unknown,"So Ross, what your problem?",,,anger
train,30,5,30_5,unknown,Eh-wh—Excuse me?,,,surprise
train,30,6,30_6,unknown,Why can’t you get a girlfriend your own age?,,,anger
train,30,7,30_7,unknown,That’s funny. Umm….  It’s not funny.,,,fear
train,30,8,30_8,unknown,I,,,neutral
train,30,9,30_9,unknown,Okay.,,,neutral
train,30,10,30_10,unknown,"I can, I can see that.",,,neutral
train,30,11,30_11,unknown,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",,,fear
train,30,12,30_12,unknown,Okay.,,,neutral
train,30,13,30_13,unknown,What?,,,neutral
train,30,14,30_14,unknown,Okay. I’ll give you one chance to change my mind.  You got one minute.,,,anger
train,30,15,30_15,unknown,Daddy!,,,surprise
train,31,0,31_0,unknown,"Oh well, it’s not on TV yet.",,,neutral
train,31,1,31_1,unknown,"Well, then it’s not on the wall yet.",,,neutral
train,31,2,31_2,unknown,"Okay, fine, I will bring you a tape, huh?",,,neutral
train,31,3,31_3,unknown,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",,,neutral
train,32,0,32_0,unknown,Ooooohh!,,,surprise
train,32,1,32_1,unknown,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",,,neutral
train,32,2,32_2,unknown,Was it...?,,,surprise
train,32,3,32_3,unknown,"Oh, boy scouts could have camped under there.",,,neutral
train,32,4,32_4,unknown,"""Ooo,"" what?",,,surprise
train,32,5,32_5,unknown,Uma Thurman.,,,neutral
train,32,6,32_6,unknown,Oh!,,,surprise
train,32,7,32_7,unknown,The actress!,,,surprise
train,32,8,32_8,unknown,Thanks Rach.,,,neutral
train,32,9,32_9,unknown,So what are you gonna do?,,,surprise
train,32,10,32_10,unknown,You have to tell her!,,,joy
train,32,11,32_11,unknown,You have to tell her!,,,joy
train,32,12,32_12,unknown,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",,,anger
train,32,13,32_13,unknown,Guys?,,,anger
train,32,14,32_14,unknown,Guys?,,,anger
train,32,15,32_15,unknown,"Oh, yeah, you have to tell her.",,,neutral
train,32,16,32_16,unknown,Feminist issue. That's where I went!,,,neutral
train,32,17,32_17,unknown,She is gonna hate me.,,,fear
train,32,18,32_18,unknown,"Yeah, well...",,,neutral
train,33,0,33_0,unknown,Will you marry me?,,,fear
train,33,1,33_1,unknown,It’s the big night! We wanted to wish you good luck!,,,joy
train,33,2,33_2,unknown,"Yeah, yeah you have the ring?",,,neutral
train,33,3,33_3,unknown,"Yeah, right here in my pocket.  Pheebs?",,,neutral
train,33,4,33_4,unknown,Oh! Oop!,,,surprise
train,33,5,33_5,unknown,"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",,,neutral
train,33,6,33_6,unknown,Yeah-yeah you guys. Get out of here!,,,neutral
train,33,7,33_7,unknown,Hi guys.,,,neutral
train,33,8,33_8,unknown,You are beautiful.,,,joy
train,33,9,33_9,unknown,"Oh, thank you!   What’s going on?",,,joy
train,33,10,33_10,unknown,We’re just really…very excited about this charity event that we have to go to.,,,neutral
train,34,0,34_0,unknown,"Okay umm, Ross?",,,neutral
train,34,1,34_1,unknown,"I'm-I'm really warm, so I'm going to be taking off my sweater.",,,neutral
train,34,2,34_2,unknown,"Now, I'm just letting you know that this is",,,neutral
train,34,3,34_3,unknown,Yep! That's hilarious!,,,joy
train,34,4,34_4,unknown,I'm sorry. I'm done. I'm done.,,,neutral
train,34,5,34_5,unknown,"Y'know, last night was embarrassing for you too.",,,neutral
train,34,6,34_6,unknown,"No, not really. I mean you've seen me naked hundreds of times.",,,neutral
train,34,7,34_7,unknown,Uh-huh. But it was a first for the rest of my building.,,,neutral
train,34,8,34_8,unknown,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",,,neutral
train,34,9,34_9,unknown,What?! You totally get embarrassed!,,,surprise
train,34,10,34_10,unknown,"No, I don't! Ross, I think I'm just a more secure person than you are.",,,neutral
train,34,11,34_11,unknown,Is that so?,,,neutral
train,34,12,34_12,unknown,Yeah.,,,neutral
train,34,13,34_13,unknown,Hey lady! I don't care how much you want it! Okay?! I am,,,disgust
train,35,0,35_0,unknown,I can’t believe it!,,,surprise
train,35,1,35_1,unknown,I did it!,,,joy
train,35,2,35_2,unknown,I rode a bike!,,,joy
train,35,3,35_3,unknown,I never thought I’d be able to do that!,,,joy
train,35,4,35_4,unknown,Thank you Ross.,,,joy
train,35,5,35_5,unknown,"Oh hey, don’t thank me, thank yourself. You’re the one who faced her fears and ultimately overcame them.",,,joy
train,36,0,36_0,unknown,"Hey, both you guys should be up there with me.",,,neutral
train,36,1,36_1,unknown,"I mean, you two are-are my… I mean, I’m lucky to have just one good",,,neutral
train,36,2,36_2,unknown,Thanks man.,,,neutral
train,36,3,36_3,unknown,I gotta go check something over here.,,,neutral
train,36,4,36_4,unknown,What a baby.,,,sadness
train,36,5,36_5,unknown,Total wuss!,,,sadness
train,37,0,37_0,unknown,"Okay, we have a lot of options here, a number of prototypes for you to try on.",,,neutral
train,37,1,37_1,unknown,Wow! This looks great!,,,joy
train,37,2,37_2,unknown,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",,,joy
train,37,3,37_3,unknown,And-and-and-and-and the toothpicks?,,,disgust
train,38,0,38_0,unknown,You kissed another woman!,,,anger
train,38,1,38_1,unknown,Call it even?!,,,neutral
train,38,2,38_2,unknown,Okay!,,,joy
train,38,3,38_3,unknown,"Well, I’m gonna go get these  in some water.",,,neutral
